"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"GEOREFMETH1"	"TOTALQUAL"	"TOTALQUAL100"
"E00092224"	173059	"E"	"IS9144"	NA	NA	NA	NA	"Verbascum "	"sinaiticum  "	"Benth."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Harrat Raha, 20 km SE of Badiah, Tabuk"	27.824387	NA	36.545959	NA	NA	NA	200	1463	19940517	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00092227"	173052	"E"	"IS9092"	NA	NA	NA	NA	"Verbascum "	"transjordanicum "	"Murb."	NA	NA	"transjordan mulleiní, 'Abu Ainí"	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"5 km NNW of Turaif Camp, Turaif"	31.6889	NA	39.457239	NA	NA	NA	100	820	19940422	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	3	"Al Hudud ash Shamaliyah"	"Northern Frontier"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	3	33	55
"E00092231"	173059	"E"	"IS9115"	NA	NA	NA	NA	"Verbascum "	"eremobium "	"Murb. "	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Duba, Tabuk"	27.535917	NA	35.8815	NA	NA	NA	200	1040	19940428	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00092232"	173059	"E"	"IS9072"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Hemaid)"	"var. sheilae "	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Headwater of wadi Qaraqir, E of Duba, Tabuk"	27.640304	NA	36.58346	NA	NA	NA	200	610	19940317	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00095075"	173059	"E"	"IS9154"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Hemaid)"	"var. sheilae "	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Al-Lawz off wadi Qaraqir, E of Duba, Tabuk"	27.665688	NA	36.572283	NA	NA	NA	200	700	19940825	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00095076"	173059	"E"	"IS9153"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Hemaid)"	"var. sheilae "	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Ghamrah off wadi Qaraqir, E of Duba, Tabuk"	27.636296	NA	36.636831	NA	NA	NA	200	700	19940825	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00095077"	173061	"E"	"IS9347"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Dalagan road, 12 km SE of Abha, Abha"	18.112793	NA	42.710654	NA	NA	NA	200	1828	19950414	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	19	2	1	3	3	2	34	56.6666666666667
"E00128420"	120473	"E"	"IM1750"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Dawqah, Sharqiyah, Ash Sharqiyah North"	22.74829	NA	58.284511	NA	NA	NA	200	500	19930416	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	5	"Ash Sharqiyah"	NA	"Region"	30	"Ibra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00219515"	120489	"E"	"RW472"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Hibra, Al Batinah South"	23.498746	NA	57.832598	NA	NA	NA	200	190	19790214	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	16	"Nakhal"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"E00219516"	120487	"E"	"TR94"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Al-Rustaq, Al Batinah South"	23.459926	NA	57.450325	NA	NA	NA	100	400	19750318	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	9	"A Rustaq"	"Ar Rustaq"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	39.6666666666667	66.1111111111111
"E00614685"	173061	"E"	"010209RI"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Raidah Sanctuary, Abha"	18.204629	NA	42.409197	NA	NA	NA	200	2100	20010209	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	2	50	83.3333333333333
"E00614718"	173061	"E"	"000607II34"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Between Al-Namas and Tanomah, Tanomah, Abha"	18.980278	NA	42.150833	NA	NA	NA	100	2360	20000607	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"E00687344"	217999	"E"	"AR5391"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Raymah, road from Al Jabin to Suq Ar Ribat, Raymah"	14.680508	NA	43.656379	NA	NA	NA	200	1800	19840322	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	17	"Raymah"	NA	"Governorate"	257	"Al Jabin"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00687348"	173060	"E"	"IS2908"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Murb.) Huber-Morath"	"var. deserticola"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Radwa, N of Yanbo, Medina"	24.576072	NA	38.079456	NA	NA	NA	200	1311	19811010	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00687359"	173064	"E"	"AF1276"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Shafa highland, about 30 km SW of Taif, Taif"	21.071687	NA	40.312872	NA	NA	NA	200	2050	19860412	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	46	76.6666666666667
"E00712454"	120482	"E"	"MG8598"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Fizh, near Zaymi in the mountains NW of Sohar, Al Batinah North"	24.507141	NA	56.441709	NA	NA	NA	100	650	19940408	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	15	"Liwa"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	39.6666666666667	66.1111111111111
"E01000559"	173058	"E"	"IS8227"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"King Khalid Road, NW of Al-Baha, Al-Baha"	20.019067	NA	41.393283	NA	NA	NA	200	1981	19920515	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E01000561"	173059	"E"	"IS8204"	NA	NA	NA	NA	"Verbascum "	"decaisneanum "	"O. Kuntze"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Al-Lawz, south of Aqaba, Tabuk"	28.691405	NA	35.331819	NA	NA	NA	200	1707	19920505	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"K000975903"	217961	"K"	"WL119"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Alrail, Hadhramaut"	14.711036	NA	49.234634	NA	NA	NA	200	600	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	12	"Hadramawt"	"Hadhramaut|Hadhramawt|Hadhramout|HadramautHadramout"	"Governorate"	151	"Al Mukalla"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	2	28.6666666666667	47.7777777777778
"MPU020130"	218079	"MPU"	"AD868"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Areys, Abyan"	13.444483	NA	45.881086	NA	NA	NA	200	300	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	2	"Abyan"	NA	"Governorate"	13	"Khanfir"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	2	38.6666666666667	64.4444444444444
"MPU020132"	218079	"MPU"	"AD441"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Areys, Abyan"	13.441747	NA	45.884158	NA	NA	NA	200	300	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	2	"Abyan"	NA	"Governorate"	13	"Khanfir"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	2	28.6666666666667	47.7777777777778
"P03287290"	120497	"P"	"PA5044"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Jabal Akhdar, Ad Dakhiliyah"	23.086169	NA	57.65285	NA	NA	NA	200	NA	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	5	"Izki"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	2	41.6666666666667	69.4444444444444
